,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,3,[ 3  6 19 23 26 27 32 35 45 50],0.8227,0.8346,0.8325,0.9587
1,mean,-,0.8227,0.8346,0.8325,0.9587
2,std,-,nan,nan,nan,nan
