,run,test_subject_id,src_risk,few_shot_risk,trg_risk
0,2,[ 6  9 10 12 17 25 27 35 43 49],4.0905,0,4.0905
1,mean,-,4.0905,0.0000,4.0905
2,std,-,nan,nan,nan
