,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,2,[ 6  9 10 12 17 25 27 35 43 49],0.8000,0.8082,0.8058,0.9347
1,mean,-,0.8000,0.8082,0.8058,0.9347
2,std,-,nan,nan,nan,nan
