,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,3,[ 1 10],0.8611,0.8611,0.8584,0.9221
1,mean,-,0.8611,0.8611,0.8584,0.9221
2,std,-,nan,nan,nan,nan
