,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,0,[204 206 213],0.7500,0.6500,0.6211,0.8111
1,mean,-,0.7500,0.6500,0.6211,0.8111
2,std,-,nan,nan,nan,nan
