,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,0,[9],0.8125,0.8125,0.8057,0.8594
1,mean,-,0.8125,0.8125,0.8057,0.8594
2,std,-,nan,nan,nan,nan
