,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,0,[ 1 10],0.9444,0.9444,0.9443,0.9660
1,mean,-,0.9444,0.9444,0.9443,0.9660
2,std,-,nan,nan,nan,nan
