,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,4,['R1'],0.5000,0.4375,0.2619,0.3672
1,mean,-,0.5000,0.4375,0.2619,0.3672
2,std,-,nan,nan,nan,nan
