,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,3,[204 206 213],0.8611,0.7833,0.7653,0.8389
1,mean,-,0.8611,0.7833,0.7653,0.8389
2,std,-,nan,nan,nan,nan
