,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,4,[9],0.5625,0.5635,0.5608,0.6587
1,mean,-,0.5625,0.5635,0.5608,0.6587
2,std,-,nan,nan,nan,nan
