,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,0,[206 211 216],0.9167,0.8889,0.9062,1.0000
1,mean,-,0.9167,0.8889,0.9062,1.0000
2,std,-,nan,nan,nan,nan
