,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,1,[ 3  6 19 23 26 27 32 35 45 50],0.8455,0.7749,0.7682,0.3278
1,mean,-,0.8455,0.7749,0.7682,0.3278
2,std,-,nan,nan,nan,nan
