,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,0,[205 210 212],0.8571,0.5000,0.4615,0.6484
1,mean,-,0.8571,0.5000,0.4615,0.6484
2,std,-,nan,nan,nan,nan
