,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,4,[ 3  6 19 23 26 27 32 35 45 50],0.8477,0.8558,0.8545,0.9624
1,mean,-,0.8477,0.8558,0.8545,0.9624
2,std,-,nan,nan,nan,nan
