,run,test_subject_id,src_risk,few_shot_risk,trg_risk
0,4,[ 3  6 19 23 26 27 32 35 45 50],1.5399,0,1.5399
1,mean,-,1.5399,0.0000,1.5399
2,std,-,nan,nan,nan
