,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,2,[206 211 216],0.5000,0.6000,0.4667,0.8963
1,mean,-,0.5000,0.6000,0.4667,0.8963
2,std,-,nan,nan,nan,nan
