,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,3,[206 211 216],0.5833,0.6667,0.5714,0.7778
1,mean,-,0.5833,0.6667,0.5714,0.7778
2,std,-,nan,nan,nan,nan
