,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,4,[ 3  6 19 23 26 27 32 35 45 50],0.8318,0.6590,0.6857,0.3389
1,mean,-,0.8318,0.6590,0.6857,0.3389
2,std,-,nan,nan,nan,nan
