,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,1,[ 6  9 10 12 17 25 27 35 43 49],0.8611,0.8629,0.8661,0.9622
1,mean,-,0.8611,0.8629,0.8661,0.9622
2,std,-,nan,nan,nan,nan
