,run,test_subject_id,src_risk,few_shot_risk,trg_risk
0,1,[ 6  9 10 12 17 25 27 35 43 49],0.6934,0,0.6928
1,mean,-,0.6934,0.0000,0.6928
2,std,-,nan,nan,nan
