,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,0,[9],0.9000,0.9000,0.8990,1.0000
1,mean,-,0.9000,0.9000,0.8990,1.0000
2,std,-,nan,nan,nan,nan
