,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,3,[9],0.7500,0.7778,0.7460,0.9365
1,mean,-,0.7500,0.7778,0.7460,0.9365
2,std,-,nan,nan,nan,nan
