,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,2,['R1'],0.6667,0.4778,0.3958,0.6726
1,mean,-,0.6667,0.4778,0.3958,0.6726
2,std,-,nan,nan,nan,nan
