,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,3,[ 6  9 10 12 17 25 27 35 43 49],0.8389,0.8137,0.8039,0.4495
1,mean,-,0.8389,0.8137,0.8039,0.4495
2,std,-,nan,nan,nan,nan
