,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,3,[ 3  6 19 23 26 27 32 35 45 50],0.8523,0.7544,0.7641,0.3463
1,mean,-,0.8523,0.7544,0.7641,0.3463
2,std,-,nan,nan,nan,nan
