,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,1,[204 209 214],1.0000,1.0000,1.0000,1.0000
1,mean,-,1.0000,1.0000,1.0000,1.0000
2,std,-,nan,nan,nan,nan
