,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,4,[205 210 212],0.9286,0.7500,0.8133,0.7292
1,mean,-,0.9286,0.7500,0.8133,0.7292
2,std,-,nan,nan,nan,nan
