,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,1,['R1'],0.6667,0.7444,0.5179,0.6611
1,mean,-,0.6667,0.7444,0.5179,0.6611
2,std,-,nan,nan,nan,nan
