,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,3,[ 6  9 10 12 17 25 27 35 43 49],0.8667,0.8265,0.8307,0.4317
1,mean,-,0.8667,0.8265,0.8307,0.4317
2,std,-,nan,nan,nan,nan
