,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,1,[ 9 10],0.7500,0.7500,0.7333,0.9969
1,mean,-,0.7500,0.7500,0.7333,0.9969
2,std,-,nan,nan,nan,nan
