,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,4,[204 206 213],0.9444,0.9000,0.9000,0.8722
1,mean,-,0.9444,0.9000,0.9000,0.8722
2,std,-,nan,nan,nan,nan
