,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,3,[ 6  9 10 12 17 25 27 35 43 49],0.8417,0.8458,0.8476,0.9523
1,mean,-,0.8417,0.8458,0.8476,0.9523
2,std,-,nan,nan,nan,nan
