,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,4,[202 204 212],0.8125,0.7850,0.7597,0.8925
1,mean,-,0.8125,0.7850,0.7597,0.8925
2,std,-,nan,nan,nan,nan
