,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,2,[9],0.6875,0.6875,0.6761,0.8594
1,mean,-,0.6875,0.6875,0.6761,0.8594
2,std,-,nan,nan,nan,nan
