,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,3,[201 209 213],0.8750,0.8333,0.8545,0.9833
1,mean,-,0.8750,0.8333,0.8545,0.9833
2,std,-,nan,nan,nan,nan
