,run,test_subject_id,src_risk,few_shot_risk,trg_risk
0,3,[ 6  9 10 12 17 25 27 35 43 49],0.8667,0,0.8667
1,mean,-,0.8667,0.0000,0.8667
2,std,-,nan,nan,nan
