,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,3,[ 6  9 10 12 17 25 27 35 43 49],0.8361,0.8373,0.8433,0.9654
1,mean,-,0.8361,0.8373,0.8433,0.9654
2,std,-,nan,nan,nan,nan
