,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,4,['R1'],0.7500,0.5333,0.5167,0.4108
1,mean,-,0.7500,0.5333,0.5167,0.4108
2,std,-,nan,nan,nan,nan
