,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,1,[202 204 212],0.6406,0.7422,0.6252,0.9058
1,mean,-,0.6406,0.7422,0.6252,0.9058
2,std,-,nan,nan,nan,nan
