,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,1,['R1'],0.6667,0.6667,0.6667,0.7778
1,mean,-,0.6667,0.6667,0.6667,0.7778
2,std,-,nan,nan,nan,nan
