,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,3,[204 206 213],0.7262,0.7830,0.7262,0.7737
1,mean,-,0.7262,0.7830,0.7262,0.7737
2,std,-,nan,nan,nan,nan
