,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,4,[205 213 214],0.6667,0.8182,0.5556,1.0000
1,mean,-,0.6667,0.8182,0.5556,1.0000
2,std,-,nan,nan,nan,nan
