,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,2,[205 213 214],0.6667,0.8182,0.5556,0.7273
1,mean,-,0.6667,0.8182,0.5556,0.7273
2,std,-,nan,nan,nan,nan
