,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,1,[205 213 214],0.9167,0.9545,0.8095,0.9091
1,mean,-,0.9167,0.9545,0.8095,0.9091
2,std,-,nan,nan,nan,nan
