,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,2,[204 206 213],0.7738,0.8137,0.7738,0.8437
1,mean,-,0.7738,0.8137,0.7738,0.8437
2,std,-,nan,nan,nan,nan
