,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,0,[201 203 213],0.4286,0.5739,0.4167,0.6130
1,mean,-,0.4286,0.5739,0.4167,0.6130
2,std,-,nan,nan,nan,nan
