,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,2,['R1'],0.7143,0.7143,0.2778,0.0000
1,mean,-,0.7143,0.7143,0.2778,0.0000
2,std,-,nan,nan,nan,nan
