,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,4,[8],0.8750,0.8750,0.8730,0.9062
1,mean,-,0.8750,0.8750,0.8730,0.9062
2,std,-,nan,nan,nan,nan
