,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,3,[204 206 213],0.7500,0.7981,0.7500,0.9255
1,mean,-,0.7500,0.7981,0.7500,0.9255
2,std,-,nan,nan,nan,nan
