,run,test_subject_id,src_risk,few_shot_risk,trg_risk
0,0,[ 6  9 10 12 17 25 27 35 43 49],3.0333,0,2.9542
1,mean,-,3.0333,0.0000,2.9542
2,std,-,nan,nan,nan
