,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,2,['R1'],0.5833,0.4333,0.3485,0.6078
1,mean,-,0.5833,0.4333,0.3485,0.6078
2,std,-,nan,nan,nan,nan
