,run,test_subject_id,src_risk,few_shot_risk,trg_risk
0,1,[ 6  9 10 12 17 25 27 35 43 49],3.0876,0,3.1560
1,mean,-,3.0876,0.0000,3.1560
2,std,-,nan,nan,nan
