,run,test_subject_id,src_risk,few_shot_risk,trg_risk
0,1,[ 6  9 10 12 17 25 27 35 43 49],1.1964,0,1.1668
1,mean,-,1.1964,0.0000,1.1668
2,std,-,nan,nan,nan
