,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,1,['R1'],0.7500,0.6875,0.6975,0.6250
1,mean,-,0.7500,0.6875,0.6975,0.6250
2,std,-,nan,nan,nan,nan
