,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,2,[ 9 10],0.7222,0.7222,0.6990,1.0000
1,mean,-,0.7222,0.7222,0.6990,1.0000
2,std,-,nan,nan,nan,nan
