,run,test_subject_id,src_risk,few_shot_risk,trg_risk
0,4,[ 6  9 10 12 17 25 27 35 43 49],3.6064,0,3.5130
1,mean,-,3.6064,0.0000,3.5130
2,std,-,nan,nan,nan
