,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,1,[206 211 216],0.8333,0.8222,0.8222,0.9185
1,mean,-,0.8333,0.8222,0.8222,0.9185
2,std,-,nan,nan,nan,nan
