,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,1,['R1'],0.8333,0.5833,0.5833,0.6357
1,mean,-,0.8333,0.5833,0.5833,0.6357
2,std,-,nan,nan,nan,nan
