,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,0,[ 3  6 19 23 26 27 32 35 45 50],0.7750,0.6605,0.6585,0.2991
1,mean,-,0.7750,0.6605,0.6585,0.2991
2,std,-,nan,nan,nan,nan
