,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,2,[ 3  6 19 23 26 27 32 35 45 50],0.8273,0.8347,0.8315,0.9407
1,mean,-,0.8273,0.8347,0.8315,0.9407
2,std,-,nan,nan,nan,nan
