,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,0,['R1'],0.4167,0.3000,0.2614,0.4747
1,mean,-,0.4167,0.3000,0.2614,0.4747
2,std,-,nan,nan,nan,nan
