,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,4,[ 3  6 19 23 26 27 32 35 45 50],0.7500,0.7524,0.7559,0.9366
1,mean,-,0.7500,0.7524,0.7559,0.9366
2,std,-,nan,nan,nan,nan
