,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,3,[8],0.7500,0.7619,0.7500,0.9206
1,mean,-,0.7500,0.7619,0.7500,0.9206
2,std,-,nan,nan,nan,nan
