,run,test_subject_id,acc,bal_acc,f1_score,auroc
0,3,[201 203 213],0.5714,0.6609,0.5333,0.7152
1,mean,-,0.5714,0.6609,0.5333,0.7152
2,std,-,nan,nan,nan,nan
